,full_test_accs,full_test_null_accs,full_train_accs,full_train_null_accs,test_true_c0_pred_c0,test_true_c0_pred_c1,test_true_c0_pred_c2,test_true_c1_pred_c0,test_true_c1_pred_c1,test_true_c1_pred_c2,test_true_c2_pred_c0,test_true_c2_pred_c1,test_true_c2_pred_c2,train_true_c0_pred_c0,train_true_c0_pred_c1,train_true_c0_pred_c2,train_true_c1_pred_c0,train_true_c1_pred_c1,train_true_c1_pred_c2,train_true_c2_pred_c0,train_true_c2_pred_c1,train_true_c2_pred_c2
iter69_cv_split2,0.7386363636363636,0.6931818181818182,0.9457142857142857,0.7,0,4,0,0,61,0,0,19,4,13,1,0,0,244,1,0,17,74
iter69_cv_split3,0.7159090909090909,0.6931818181818182,0.9485714285714286,0.7,0,4,0,0,57,4,0,17,6,13,1,0,0,243,2,0,15,76
iter69_cv_split4,0.7011494252873564,0.7011494252873564,0.9344729344729344,0.698005698005698,0,3,0,0,59,2,0,21,2,14,1,0,0,242,3,0,19,72
iter69_cv_split5,0.686046511627907,0.7093023255813954,0.9602272727272727,0.6960227272727273,0,2,1,0,53,8,0,16,6,14,1,0,0,243,2,0,11,81
iter70_cv_split1,0.7303370786516854,0.6966292134831461,0.9512893982808023,0.6991404011461319,0,4,0,0,60,2,0,18,5,13,1,0,0,243,1,0,15,76
iter70_cv_split2,0.7159090909090909,0.6931818181818182,0.9457142857142857,0.7,0,4,0,0,54,7,0,14,9,13,1,0,0,243,2,0,16,75
iter70_cv_split3,0.6818181818181818,0.6931818181818182,0.9457142857142857,0.7,0,3,1,0,56,5,0,19,4,13,1,0,0,243,2,0,16,75
iter70_cv_split4,0.7586206896551724,0.7011494252873564,0.9487179487179487,0.698005698005698,0,3,0,0,61,0,0,18,5,15,0,0,0,242,3,0,15,76
iter70_cv_split5,0.7325581395348837,0.7093023255813954,0.9545454545454546,0.6960227272727273,0,3,0,0,55,6,0,14,8,14,1,0,0,244,1,0,14,78
iter71_cv_split1,0.7191011235955056,0.6966292134831461,0.9369627507163324,0.6991404011461319,0,3,1,0,58,4,0,17,6,13,1,0,0,242,2,0,19,72
iter71_cv_split2,0.7386363636363636,0.6931818181818182,0.9428571428571428,0.7,0,4,0,0,58,3,0,16,7,13,1,0,0,243,2,0,17,74
iter71_cv_split3,0.7159090909090909,0.6931818181818182,0.9457142857142857,0.7,0,4,0,0,56,5,0,16,7,13,1,0,0,242,3,0,15,76
iter71_cv_split4,0.7241379310344828,0.7011494252873564,0.9544159544159544,0.698005698005698,0,3,0,0,57,4,0,17,6,14,1,0,0,245,0,0,15,76
iter71_cv_split5,0.7209302325581395,0.7093023255813954,0.9545454545454546,0.6960227272727273,0,2,1,0,58,3,0,18,4,15,0,0,0,244,1,0,15,77
iter72_cv_split1,0.7415730337078652,0.6966292134831461,0.9426934097421203,0.6991404011461319,0,4,0,0,60,2,0,17,6,14,0,0,0,240,4,0,16,75
