,full_test_accs,full_test_null_accs,full_train_accs,full_train_null_accs,test_true_c0_pred_c0,test_true_c0_pred_c1,test_true_c0_pred_c2,test_true_c1_pred_c0,test_true_c1_pred_c1,test_true_c1_pred_c2,test_true_c2_pred_c0,test_true_c2_pred_c1,test_true_c2_pred_c2,train_true_c0_pred_c0,train_true_c0_pred_c1,train_true_c0_pred_c2,train_true_c1_pred_c0,train_true_c1_pred_c1,train_true_c1_pred_c2,train_true_c2_pred_c0,train_true_c2_pred_c1,train_true_c2_pred_c2
iter42_cv_split1,0.5497076023391813,0.6374269005847953,0.9236417033773862,0.6372980910425844,0,14,21,6,89,14,2,20,5,143,0,0,11,419,4,2,35,67
iter42_cv_split2,0.6900584795321637,0.6374269005847953,0.9016152716593245,0.6372980910425844,20,8,8,6,92,11,1,19,6,137,5,0,9,419,6,8,39,58
iter42_cv_split3,0.695906432748538,0.6374269005847953,0.908957415565345,0.6372980910425844,18,11,7,7,94,8,2,17,7,135,7,0,9,418,7,7,32,66
iter42_cv_split4,0.6023391812865497,0.6374269005847953,0.8986784140969163,0.6372980910425844,0,31,5,3,94,12,1,16,9,125,17,0,7,423,4,1,40,64
iter42_cv_split5,0.6488095238095238,0.6369047619047619,0.9049707602339181,0.6374269005847953,9,26,0,5,95,7,3,18,5,143,0,0,9,417,10,10,36,59
iter43_cv_split1,0.695906432748538,0.6374269005847953,0.9074889867841409,0.6372980910425844,12,23,0,2,101,6,0,21,6,141,2,0,15,413,6,7,33,64
iter43_cv_split2,0.6900584795321637,0.6374269005847953,0.895741556534508,0.6372980910425844,11,25,0,2,101,6,1,19,6,129,13,0,9,419,6,6,37,62
iter43_cv_split3,0.4678362573099415,0.6374269005847953,0.9251101321585903,0.6372980910425844,0,31,5,15,74,20,1,19,6,142,0,0,3,427,4,9,35,61
iter43_cv_split4,0.631578947368421,0.6374269005847953,0.9133627019089574,0.6372980910425844,24,12,0,17,82,10,2,22,2,131,11,0,6,426,2,6,34,65
iter43_cv_split5,0.5892857142857143,0.6369047619047619,0.9078947368421053,0.6374269005847953,4,31,0,14,86,7,3,14,9,141,2,0,10,419,7,4,40,61
iter44_cv_split1,0.6783625730994152,0.6374269005847953,0.9104258443465492,0.6372980910425844,16,10,9,4,95,10,2,20,5,141,2,0,18,412,4,5,32,67
iter44_cv_split2,0.5789473684210527,0.6374269005847953,0.9177679882525698,0.6372980910425844,9,11,16,8,87,14,1,22,3,142,0,0,10,417,7,4,35,66
iter44_cv_split3,0.6198830409356725,0.6374269005847953,0.9177679882525698,0.6372980910425844,9,27,0,10,91,8,3,17,6,136,6,0,3,427,4,4,39,62
iter44_cv_split4,0.7309941520467836,0.6374269005847953,0.8839941262848752,0.6372980910425844,24,12,0,10,94,5,4,15,7,127,15,0,10,417,7,8,39,58
iter44_cv_split5,0.6547619047619048,0.6369047619047619,0.9137426900584795,0.6374269005847953,10,25,0,2,97,8,4,19,3,143,0,0,10,421,5,5,39,61
iter45_cv_split1,0.6198830409356725,0.6374269005847953,0.8928046989720999,0.6372980910425844,12,23,0,7,88,14,1,20,6,128,15,0,19,412,3,9,27,68
iter45_cv_split2,0.631578947368421,0.6374269005847953,0.9118942731277533,0.6372980910425844,7,29,0,7,96,6,5,16,5,138,4,0,9,419,6,4,37,64
iter45_cv_split3,0.6198830409356725,0.6374269005847953,0.9045521292217328,0.6372980910425844,9,24,3,8,94,7,0,23,3,138,4,0,11,418,5,4,41,60
iter45_cv_split4,0.6491228070175439,0.6374269005847953,0.9060205580029369,0.6372980910425844,14,16,6,8,93,8,4,18,4,134,8,0,9,415,10,4,33,68
