,full_test_accs,full_test_aucs,full_test_fns,full_test_fps,full_test_null_accs,full_test_tns,full_test_tps,full_train_accs,full_train_aucs,full_train_fns,full_train_fps,full_train_null_accs,full_train_tns,full_train_tps
iter5_cv_split2,1.0,1.0,0,0,0.5,23,23,1.0,1.0,0,0,0.5,91,91
iter5_cv_split3,1.0,1.0,0,0,0.5,23,23,1.0,1.0,0,0,0.5,91,91
iter5_cv_split4,0.9782608695652174,1.0,1,0,0.5,23,22,1.0,0.9999999999999999,0,0,0.5,91,91
iter5_cv_split5,1.0,1.0,0,0,0.5,22,22,1.0,1.0,0,0,0.5,92,92
iter6_cv_split1,1.0,1.0,0,0,0.5,23,23,1.0,1.0,0,0,0.5,91,91
iter6_cv_split2,1.0,1.0,0,0,0.5,23,23,1.0,0.9999999999999999,0,0,0.5,91,91
iter6_cv_split3,1.0,1.0,0,0,0.5,23,23,1.0,1.0,0,0,0.5,91,91
iter6_cv_split4,1.0,0.9999999999999999,0,0,0.5,23,23,1.0,1.0,0,0,0.5,91,91
iter6_cv_split5,1.0,1.0,0,0,0.5,22,22,1.0,1.0,0,0,0.5,92,92
iter7_cv_split1,1.0,1.0,0,0,0.5,23,23,1.0,1.0,0,0,0.5,91,91
iter7_cv_split2,0.9782608695652174,1.0,1,0,0.5,23,22,1.0,1.0,0,0,0.5,91,91
iter7_cv_split3,1.0,1.0,0,0,0.5,23,23,1.0,1.0,0,0,0.5,91,91
iter7_cv_split4,1.0,1.0,0,0,0.5,23,23,1.0,1.0,0,0,0.5,91,91
iter7_cv_split5,0.9545454545454546,0.9958677685950412,0,2,0.5,20,22,1.0,0.9999999999999999,0,0,0.5,92,92
iter8_cv_split1,1.0,1.0,0,0,0.5,23,23,1.0,1.0,0,0,0.5,91,91
iter8_cv_split2,1.0,1.0,0,0,0.5,23,23,1.0,1.0,0,0,0.5,91,91
iter8_cv_split3,1.0,1.0,0,0,0.5,23,23,1.0,1.0,0,0,0.5,91,91
iter8_cv_split4,1.0,1.0,0,0,0.5,23,23,1.0,1.0,0,0,0.5,91,91
iter8_cv_split5,1.0,0.9999999999999999,0,0,0.5,22,22,1.0,1.0,0,0,0.5,92,92
iter9_cv_split1,1.0,1.0,0,0,0.5,23,23,1.0,1.0,0,0,0.5,91,91
iter9_cv_split2,1.0,1.0,0,0,0.5,23,23,1.0,1.0,0,0,0.5,91,91
iter9_cv_split3,1.0,0.9999999999999999,0,0,0.5,23,23,1.0,1.0,0,0,0.5,91,91
iter9_cv_split4,0.9782608695652174,1.0,1,0,0.5,23,22,1.0,1.0,0,0,0.5,91,91
iter9_cv_split5,0.9545454545454546,1.0,0,2,0.5,20,22,1.0,1.0,0,0,0.5,92,92
iter10_cv_split1,1.0,1.0,0,0,0.5,23,23,1.0,1.0,0,0,0.5,91,91
iter10_cv_split2,1.0,1.0,0,0,0.5,23,23,1.0,1.0,0,0,0.5,91,91
iter10_cv_split3,1.0,1.0,0,0,0.5,23,23,1.0,1.0,0,0,0.5,91,91
iter10_cv_split4,1.0,1.0,0,0,0.5,23,23,1.0,1.0,0,0,0.5,91,91
iter10_cv_split5,1.0,1.0,0,0,0.5,22,22,1.0,1.0,0,0,0.5,92,92
iter11_cv_split1,1.0,1.0,0,0,0.5,23,23,1.0,1.0,0,0,0.5,91,91
iter11_cv_split2,1.0,1.0,0,0,0.5,23,23,1.0,1.0,0,0,0.5,91,91
iter11_cv_split3,1.0,1.0,0,0,0.5,23,23,1.0,1.0,0,0,0.5,91,91
iter11_cv_split4,1.0,1.0,0,0,0.5,23,23,1.0,1.0,0,0,0.5,91,91
iter11_cv_split5,1.0,1.0,0,0,0.5,22,22,1.0,1.0,0,0,0.5,92,92
iter12_cv_split1,1.0,1.0,0,0,0.5,23,23,1.0,0.9999999999999999,0,0,0.5,91,91
iter12_cv_split2,1.0,1.0,0,0,0.5,23,23,1.0,1.0,0,0,0.5,91,91
iter12_cv_split3,1.0,1.0,0,0,0.5,23,23,1.0,0.9999999999999999,0,0,0.5,91,91
iter12_cv_split4,1.0,1.0,0,0,0.5,23,23,1.0,1.0,0,0,0.5,91,91
