,full_test_accs,full_test_aucs,full_test_fns,full_test_fps,full_test_null_accs,full_test_tns,full_test_tps,full_train_accs,full_train_aucs,full_train_fns,full_train_fps,full_train_null_accs,full_train_tns,full_train_tps
iter11_cv_split3,0.9347826086956522,0.9773156899810964,3,0,0.5,23,20,1.0,1.0,0,0,0.5,91,91
iter11_cv_split4,0.8695652173913043,1.0,6,0,0.5,23,17,1.0,0.9999999999999999,0,0,0.5,91,91
iter11_cv_split5,0.9772727272727273,1.0,1,0,0.5,22,21,1.0,1.0,0,0,0.5,92,92
iter12_cv_split1,0.8695652173913043,0.9810964083175804,4,2,0.5,21,19,0.989010989010989,0.9998792416374833,1,1,0.5,90,90
iter12_cv_split2,0.9782608695652174,1.0,1,0,0.5,23,22,1.0,1.0,0,0,0.5,91,91
iter12_cv_split3,0.9347826086956522,1.0,3,0,0.5,23,20,1.0,1.0,0,0,0.5,91,91
iter12_cv_split4,0.9130434782608695,0.9924385633270322,4,0,0.5,23,19,1.0,1.0,0,0,0.5,91,91
iter12_cv_split5,0.9090909090909091,1.0,4,0,0.5,22,18,1.0,1.0,0,0,0.5,92,92
iter13_cv_split1,0.9565217391304348,1.0,2,0,0.5,23,21,1.0,1.0,0,0,0.5,91,91
iter13_cv_split2,0.8913043478260869,0.9886578449905482,5,0,0.5,23,18,1.0,1.0,0,0,0.5,91,91
iter13_cv_split3,0.8913043478260869,1.0,5,0,0.5,23,18,0.9945054945054945,1.0,1,0,0.5,91,90
iter13_cv_split4,0.9347826086956522,0.9999999999999999,3,0,0.5,23,20,1.0,1.0,0,0,0.5,91,91
iter13_cv_split5,0.9772727272727273,1.0,1,0,0.5,22,21,0.9945652173913043,1.0,1,0,0.5,92,91
iter14_cv_split1,0.9347826086956522,1.0,3,0,0.5,23,20,0.9945054945054945,1.0,1,0,0.5,91,90
iter14_cv_split2,0.8695652173913043,0.9697542533081285,4,2,0.5,21,19,0.9945054945054945,0.9999999999999999,0,1,0.5,90,91
iter14_cv_split3,0.9782608695652174,1.0,1,0,0.5,23,22,1.0,1.0,0,0,0.5,91,91
iter14_cv_split4,0.9565217391304348,0.9943289224952742,2,0,0.5,23,21,1.0,1.0,0,0,0.5,91,91
iter14_cv_split5,0.8863636363636364,1.0,5,0,0.5,22,17,1.0,1.0,0,0,0.5,92,92
iter15_cv_split1,0.9130434782608695,1.0,4,0,0.5,23,19,1.0,1.0,0,0,0.5,91,91
iter15_cv_split2,0.9782608695652174,1.0,1,0,0.5,23,22,1.0,1.0,0,0,0.5,91,91
iter15_cv_split3,0.9347826086956522,1.0,3,0,0.5,23,20,0.9945054945054945,1.0,1,0,0.5,91,90
iter15_cv_split4,0.9347826086956522,1.0,3,0,0.5,23,20,1.0,1.0,0,0,0.5,91,91
iter15_cv_split5,0.8863636363636364,0.9834710743801652,5,0,0.5,22,17,1.0,1.0,0,0,0.5,92,92
iter16_cv_split1,0.9130434782608695,1.0,4,0,0.5,23,19,1.0,1.0,0,0,0.5,91,91
iter16_cv_split2,0.9565217391304348,1.0,2,0,0.5,23,21,1.0,1.0,0,0,0.5,91,91
iter16_cv_split3,0.9130434782608695,1.0,4,0,0.5,23,19,1.0,1.0,0,0,0.5,91,91
iter16_cv_split4,0.8695652173913043,0.9716446124763705,6,0,0.5,23,17,1.0,1.0,0,0,0.5,91,91
iter16_cv_split5,0.9545454545454546,1.0,2,0,0.5,22,20,0.9945652173913043,1.0,1,0,0.5,92,91
iter17_cv_split1,0.9130434782608695,0.9886578449905482,2,2,0.5,21,21,0.9945054945054945,0.9993962081874169,0,1,0.5,90,91
iter17_cv_split2,0.8695652173913043,0.998109640831758,6,0,0.5,23,17,1.0,1.0,0,0,0.5,91,91
iter17_cv_split3,0.9565217391304348,1.0,2,0,0.5,23,21,1.0,1.0,0,0,0.5,91,91
iter17_cv_split4,0.9782608695652174,1.0,1,0,0.5,23,22,0.9945054945054945,1.0,1,0,0.5,91,90
iter17_cv_split5,0.9090909090909091,1.0,4,0,0.5,22,18,1.0,1.0,0,0,0.5,92,92
iter18_cv_split1,0.9347826086956522,1.0,3,0,0.5,23,20,1.0,1.0,0,0,0.5,91,91
iter18_cv_split2,0.9130434782608695,1.0,4,0,0.5,23,19,1.0,1.0,0,0,0.5,91,91
iter18_cv_split3,0.9347826086956522,0.9905482041587902,3,0,0.5,23,20,1.0,1.0,0,0,0.5,91,91
iter18_cv_split4,0.9565217391304348,1.0,2,0,0.5,23,21,1.0,0.9999999999999999,0,0,0.5,91,91
iter18_cv_split5,0.9318181818181818,1.0,3,0,0.5,22,19,1.0,1.0,0,0,0.5,92,92
iter19_cv_split1,0.8695652173913043,1.0,6,0,0.5,23,17,0.9945054945054945,1.0,1,0,0.5,91,90
iter19_cv_split2,0.9347826086956522,1.0,3,0,0.5,23,20,1.0,1.0,0,0,0.5,91,91
iter19_cv_split3,0.9782608695652174,1.0,1,0,0.5,23,22,1.0,1.0,0,0,0.5,91,91
iter19_cv_split4,0.9130434782608695,0.9905482041587902,4,0,0.5,23,19,1.0,0.9999999999999999,0,0,0.5,91,91
iter19_cv_split5,0.9090909090909091,0.96900826446281,2,2,0.5,20,20,0.9891304347826086,0.9992911153119094,1,1,0.5,91,91
iter20_cv_split1,0.9130434782608695,1.0,4,0,0.5,23,19,1.0,1.0,0,0,0.5,91,91
iter20_cv_split2,0.9347826086956522,1.0,3,0,0.5,23,20,1.0,1.0,0,0,0.5,91,91
iter20_cv_split3,0.9347826086956522,0.998109640831758,3,0,0.5,23,20,1.0,1.0,0,0,0.5,91,91
iter20_cv_split4,0.9565217391304348,1.0,2,0,0.5,23,21,1.0,1.0,0,0,0.5,91,91
iter20_cv_split5,0.8409090909090909,0.9628099173553719,4,3,0.5,19,18,0.9836956521739131,0.9997637051039698,1,2,0.5,90,91
iter21_cv_split1,0.9130434782608695,0.9697542533081286,2,2,0.5,21,21,0.9945054945054945,0.998792416374834,0,1,0.5,90,91
iter21_cv_split2,0.9130434782608695,1.0,4,0,0.5,23,19,0.9945054945054945,1.0,1,0,0.5,91,90
iter21_cv_split3,0.9347826086956522,1.0,3,0,0.5,23,20,0.9945054945054945,1.0,1,0,0.5,91,90
iter21_cv_split4,0.9130434782608695,1.0,4,0,0.5,23,19,1.0,1.0,0,0,0.5,91,91
iter21_cv_split5,0.9318181818181818,0.9855371900826445,3,0,0.5,22,19,1.0,1.0,0,0,0.5,92,92
iter22_cv_split1,0.9130434782608695,0.996219281663516,4,0,0.5,23,19,1.0,1.0,0,0,0.5,91,91
iter22_cv_split2,0.9782608695652174,1.0,1,0,0.5,23,22,1.0,1.0,0,0,0.5,91,91
iter22_cv_split3,0.9130434782608695,1.0,4,0,0.5,23,19,1.0,1.0,0,0,0.5,91,91
iter22_cv_split4,0.9565217391304348,1.0,2,0,0.5,23,21,1.0,1.0,0,0,0.5,91,91
iter22_cv_split5,0.9318181818181818,1.0,3,0,0.5,22,19,1.0,1.0,0,0,0.5,92,92
iter23_cv_split1,0.8695652173913043,0.9319470699432892,2,4,0.5,19,21,0.989010989010989,0.9979471078372177,1,1,0.5,90,90
iter23_cv_split2,0.8695652173913043,0.886578449905482,3,3,0.5,20,20,1.0,1.0,0,0,0.5,91,91
iter23_cv_split3,0.8913043478260869,1.0,5,0,0.5,23,18,0.9945054945054945,1.0,1,0,0.5,91,90
iter23_cv_split4,0.9347826086956522,1.0,3,0,0.5,23,20,1.0,0.9999999999999999,0,0,0.5,91,91
iter23_cv_split5,0.9318181818181818,1.0,3,0,0.5,22,19,1.0,1.0,0,0,0.5,92,92
iter24_cv_split1,0.9130434782608695,0.9981096408317581,4,0,0.5,23,19,0.9945054945054945,1.0,1,0,0.5,91,90
iter24_cv_split2,0.8260869565217391,0.9527410207939508,6,2,0.5,21,17,0.9945054945054945,0.9991546914623838,0,1,0.5,90,91
iter24_cv_split3,0.9565217391304348,1.0,2,0,0.5,23,21,0.9945054945054945,1.0,1,0,0.5,91,90
iter24_cv_split4,0.9565217391304348,1.0,2,0,0.5,23,21,1.0,1.0,0,0,0.5,91,91
iter24_cv_split5,0.9090909090909091,1.0,4,0,0.5,22,18,1.0,1.0,0,0,0.5,92,92
iter25_cv_split1,0.9347826086956522,1.0,3,0,0.5,23,20,0.9945054945054945,1.0,1,0,0.5,91,90
iter25_cv_split2,0.8913043478260869,0.9886578449905482,3,2,0.5,21,20,0.9945054945054945,0.9998792416374834,0,1,0.5,90,91
iter25_cv_split3,0.9565217391304348,1.0,2,0,0.5,23,21,1.0,1.0,0,0,0.5,91,91
iter25_cv_split4,0.9130434782608695,1.0,4,0,0.5,23,19,1.0,1.0,0,0,0.5,91,91
iter25_cv_split5,0.9090909090909091,0.9979338842975206,4,0,0.5,22,18,1.0,1.0,0,0,0.5,92,92
iter26_cv_split1,0.9565217391304348,1.0,2,0,0.5,23,21,1.0,1.0,0,0,0.5,91,91
iter26_cv_split2,0.9130434782608695,1.0,4,0,0.5,23,19,1.0,1.0,0,0,0.5,91,91
iter26_cv_split3,0.9130434782608695,0.9867674858223063,4,0,0.5,23,19,1.0,1.0,0,0,0.5,91,91
iter26_cv_split4,0.9347826086956522,1.0,3,0,0.5,23,20,1.0,1.0,0,0,0.5,91,91
iter26_cv_split5,0.9545454545454546,1.0,2,0,0.5,22,20,1.0,1.0,0,0,0.5,92,92
iter27_cv_split1,0.9347826086956522,1.0,3,0,0.5,23,20,1.0,1.0,0,0,0.5,91,91
iter27_cv_split2,0.9347826086956522,1.0,3,0,0.5,23,20,1.0,0.9999999999999999,0,0,0.5,91,91
iter27_cv_split3,0.9347826086956522,0.9924385633270321,3,0,0.5,23,20,0.9945054945054945,1.0,1,0,0.5,91,90
iter27_cv_split4,0.9130434782608695,0.9943289224952742,4,0,0.5,23,19,0.9945054945054945,1.0,1,0,0.5,91,90
iter27_cv_split5,0.9772727272727273,1.0,1,0,0.5,22,21,1.0,1.0,0,0,0.5,92,92
iter28_cv_split1,0.9565217391304348,1.0,2,0,0.5,23,21,1.0,1.0,0,0,0.5,91,91
iter28_cv_split2,0.9565217391304348,1.0,2,0,0.5,23,21,1.0,1.0,0,0,0.5,91,91
iter28_cv_split3,0.9782608695652174,1.0,1,0,0.5,23,22,1.0,1.0,0,0,0.5,91,91
iter28_cv_split4,0.8695652173913043,1.0,6,0,0.5,23,17,1.0,1.0,0,0,0.5,91,91
iter28_cv_split5,0.9090909090909091,0.9855371900826445,4,0,0.5,22,18,0.9945652173913043,1.0,1,0,0.5,92,91
