,full_test_accs,full_test_null_accs,full_train_accs,full_train_null_accs,test_true_c0_pred_c0,test_true_c0_pred_c1,test_true_c0_pred_c2,test_true_c1_pred_c0,test_true_c1_pred_c1,test_true_c1_pred_c2,test_true_c2_pred_c0,test_true_c2_pred_c1,test_true_c2_pred_c2,train_true_c0_pred_c0,train_true_c0_pred_c1,train_true_c0_pred_c2,train_true_c1_pred_c0,train_true_c1_pred_c1,train_true_c1_pred_c2,train_true_c2_pred_c0,train_true_c2_pred_c1,train_true_c2_pred_c2
iter59_cv_split3,0.5846994535519126,0.644808743169399,0.998639455782313,0.6476190476190476,0,42,0,0,99,19,0,15,8,168,0,0,0,476,0,0,1,90
iter59_cv_split4,0.644808743169399,0.6502732240437158,0.9972789115646259,0.6462585034013606,0,27,14,0,111,8,0,16,7,169,0,0,0,475,0,0,2,89
iter59_cv_split5,0.6010928961748634,0.6502732240437158,0.998639455782313,0.6462585034013606,0,42,0,0,105,14,0,17,5,168,0,0,0,475,0,0,1,91
iter60_cv_split1,0.543010752688172,0.6451612903225806,0.9986338797814208,0.6475409836065574,0,43,0,1,96,23,0,18,5,167,0,0,0,474,0,0,1,90
iter60_cv_split2,0.5683060109289617,0.644808743169399,0.9972789115646259,0.6476190476190476,0,34,8,0,97,21,0,16,7,168,0,0,0,476,0,0,2,89
iter60_cv_split3,0.6174863387978142,0.644808743169399,0.9972789115646259,0.6476190476190476,0,33,9,0,105,13,0,15,8,168,0,0,0,476,0,0,2,89
iter60_cv_split4,0.6174863387978142,0.6502732240437158,0.9972789115646259,0.6462585034013606,0,41,0,0,104,15,0,14,9,169,0,0,0,475,0,0,2,89
iter60_cv_split5,0.644808743169399,0.6502732240437158,0.998639455782313,0.6462585034013606,0,33,9,2,113,4,0,17,5,168,0,0,0,475,0,0,1,91
iter61_cv_split1,0.5860215053763441,0.6451612903225806,0.9972677595628415,0.6475409836065574,0,43,0,0,103,17,0,17,6,167,0,0,0,474,0,0,2,89
iter61_cv_split2,0.4972677595628415,0.644808743169399,0.9972789115646259,0.6476190476190476,0,31,11,0,83,35,0,15,8,168,0,0,0,476,0,0,2,89
