,full_test_accs,full_test_aucs,full_test_null_accs,full_train_accs,full_train_aucs,full_train_null_accs
iter1_cv_split1,0.8604651162790697,0.6936936936936937,0.8604651162790697,0.9822485207100592,0.9842300556586271,0.8698224852071006
iter1_cv_split2,0.9069767441860465,0.6936936936936937,0.8604651162790697,0.9940828402366864,0.9938157081014224,0.8698224852071006
iter1_cv_split3,0.8837209302325582,0.6981981981981982,0.8604651162790697,0.9940828402366864,0.9987631416202846,0.8698224852071006
iter1_cv_split4,0.8333333333333334,0.5621621621621622,0.8809523809523809,0.9882352941176471,0.9810706891452233,0.8647058823529412
iter1_cv_split5,0.8780487804878049,0.7,0.8780487804878049,0.9883040935672515,0.9917743830787309,0.8654970760233918
iter2_cv_split1,0.8837209302325582,0.6756756756756757,0.8604651162790697,0.9881656804733728,0.9987631416202846,0.8698224852071006
iter2_cv_split2,0.8837209302325582,0.8603603603603603,0.8604651162790697,0.9881656804733728,0.9907235621521335,0.8698224852071006
iter2_cv_split3,0.7906976744186046,0.5405405405405406,0.8604651162790697,0.9881656804733728,0.9845392702535559,0.8698224852071006
iter2_cv_split4,0.9047619047619048,0.7459459459459459,0.8809523809523809,0.9882352941176471,0.9976338361431529,0.8647058823529412
iter2_cv_split5,0.926829268292683,0.7833333333333333,0.8780487804878049,0.9824561403508771,0.9885428907168038,0.8654970760233918
iter3_cv_split1,0.9069767441860465,0.7522522522522523,0.8604651162790697,0.9881656804733728,0.9990723562152134,0.8698224852071006
iter3_cv_split2,0.8604651162790697,0.8333333333333334,0.8604651162790697,0.9881656804733728,0.9885590599876314,0.8698224852071006
iter3_cv_split3,0.8604651162790697,0.6351351351351351,0.8604651162790697,0.9881656804733728,0.9836116264687693,0.8698224852071006
iter3_cv_split4,0.8333333333333334,0.4540540540540541,0.8809523809523809,0.9941176470588236,0.9982253771073647,0.8647058823529412
iter3_cv_split5,0.8536585365853658,0.711111111111111,0.8780487804878049,0.9883040935672515,0.9870740305522915,0.8654970760233918
iter4_cv_split1,0.8604651162790697,0.6283783783783784,0.8604651162790697,0.9940828402366864,0.9984539270253556,0.8698224852071006
iter4_cv_split2,0.8837209302325582,0.8198198198198199,0.8604651162790697,0.9881656804733728,0.9802102659245516,0.8698224852071006
iter4_cv_split3,0.8604651162790697,0.5585585585585585,0.8604651162790697,0.9763313609467456,0.989486703772418,0.8698224852071006
iter4_cv_split4,0.8809523809523809,0.6972972972972973,0.8809523809523809,0.9882352941176471,0.9866903283052352,0.8647058823529412
iter4_cv_split5,0.9024390243902439,0.9277777777777777,0.8780487804878049,0.9883040935672515,0.9958871915393654,0.8654970760233918
iter5_cv_split1,0.8604651162790697,0.8423423423423425,0.8604651162790697,0.9822485207100592,0.9826839826839826,0.8698224852071006
iter5_cv_split2,0.8837209302325582,0.545045045045045,0.8604651162790697,0.9881656804733728,0.9901051329622759,0.8698224852071006
iter5_cv_split3,0.8837209302325582,0.75,0.8604651162790697,0.9881656804733728,0.9965986394557823,0.8698224852071006
iter5_cv_split4,0.9047619047619048,0.7135135135135136,0.8809523809523809,0.9941176470588236,0.9994084590357882,0.8647058823529412
iter5_cv_split5,0.926829268292683,0.7666666666666666,0.8780487804878049,0.9824561403508771,0.9876615746180964,0.8654970760233918
iter6_cv_split1,0.8604651162790697,0.7207207207207208,0.8604651162790697,0.9881656804733728,0.9891774891774892,0.8698224852071006
iter6_cv_split2,0.8604651162790697,0.8288288288288288,0.8604651162790697,0.9822485207100592,0.9901051329622758,0.8698224852071006
iter6_cv_split3,0.8837209302325582,0.7162162162162162,0.8604651162790697,0.9940828402366864,0.9996907854050712,0.8698224852071006
iter6_cv_split4,0.8571428571428571,0.4054054054054055,0.8809523809523809,0.9823529411764705,0.9858030168589176,0.8647058823529412
iter6_cv_split5,0.8780487804878049,0.8888888888888888,0.8780487804878049,0.9824561403508771,0.9856051703877792,0.8654970760233918
iter7_cv_split1,0.8837209302325582,0.6576576576576577,0.8604651162790697,0.9940828402366864,0.9993815708101422,0.8698224852071006
iter7_cv_split2,0.8604651162790697,0.7207207207207208,0.8604651162790697,0.9881656804733728,0.9876314162028448,0.8698224852071006
iter7_cv_split3,0.8837209302325582,0.6081081081081081,0.8604651162790697,0.9881656804733728,0.9879406307977736,0.8698224852071006
iter7_cv_split4,0.9047619047619048,0.6702702702702703,0.8809523809523809,0.9764705882352941,0.9899438036083998,0.8647058823529412
iter7_cv_split5,0.8780487804878049,0.8333333333333334,0.8780487804878049,0.9883040935672515,0.9885428907168038,0.8654970760233918
iter8_cv_split1,0.8604651162790697,0.6801801801801802,0.8604651162790697,0.9822485207100592,0.9897959183673469,0.8698224852071006
iter8_cv_split2,0.8604651162790697,0.5900900900900901,0.8604651162790697,0.9940828402366864,0.9987631416202846,0.8698224852071006
iter8_cv_split3,0.8837209302325582,0.6756756756756757,0.8604651162790697,0.9940828402366864,0.9863945578231292,0.8698224852071006
iter8_cv_split4,0.8571428571428571,0.472972972972973,0.8809523809523809,0.9823529411764705,0.9858030168589175,0.8647058823529412
iter8_cv_split5,0.8536585365853658,0.8166666666666667,0.8780487804878049,0.9824561403508771,0.9979435957696827,0.8654970760233918
iter9_cv_split1,0.813953488372093,0.5495495495495496,0.8604651162790697,0.9881656804733728,0.9941249226963512,0.8698224852071006
iter9_cv_split2,0.9069767441860465,0.7792792792792793,0.8604651162790697,0.9881656804733728,0.9857761286332715,0.8698224852071006
iter9_cv_split3,0.8604651162790697,0.7072072072072073,0.8604651162790697,0.9822485207100592,0.9901051329622758,0.8698224852071006
iter9_cv_split4,0.8809523809523809,0.6918918918918919,0.8809523809523809,0.9823529411764705,0.9991126885536823,0.8647058823529412
iter9_cv_split5,0.8780487804878049,0.7444444444444445,0.8780487804878049,0.9883040935672515,0.982373678025852,0.8654970760233918
iter10_cv_split1,0.8604651162790697,0.5585585585585586,0.8604651162790697,0.9881656804733728,0.9990723562152134,0.8698224852071006
iter10_cv_split2,0.8604651162790697,0.8333333333333333,0.8604651162790697,0.9763313609467456,0.9888682745825603,0.8698224852071006
iter10_cv_split3,0.8837209302325582,0.5810810810810811,0.8604651162790697,0.9822485207100592,0.9984539270253556,0.8698224852071006
iter10_cv_split4,0.9047619047619048,0.7837837837837838,0.8809523809523809,0.9882352941176471,0.9905353445726117,0.8647058823529412
iter10_cv_split5,0.9024390243902439,0.8611111111111112,0.8780487804878049,0.9824561403508771,0.9811985898942421,0.8654970760233918
iter11_cv_split1,0.8604651162790697,0.8130630630630631,0.8604651162790697,0.9940828402366864,0.9854669140383426,0.8698224852071006
iter11_cv_split2,0.8837209302325582,0.6261261261261262,0.8604651162790697,0.9822485207100592,0.9842300556586271,0.8698224852071006
iter11_cv_split3,0.8372093023255814,0.5405405405405406,0.8604651162790697,0.9881656804733728,0.9972170686456401,0.8698224852071006
iter11_cv_split4,0.9523809523809523,0.8756756756756756,0.8809523809523809,0.9823529411764705,0.9943803608399883,0.8647058823529412
iter11_cv_split5,0.8536585365853658,0.6166666666666667,0.8780487804878049,0.9883040935672515,0.9991186839012927,0.8654970760233918
iter12_cv_split1,0.8372093023255814,0.5135135135135135,0.8604651162790697,0.9881656804733728,0.9876314162028448,0.8698224852071006
iter12_cv_split2,0.8604651162790697,0.7162162162162162,0.8604651162790697,0.9881656804733728,0.9959802102659245,0.8698224852071006
iter12_cv_split3,0.9069767441860465,0.7297297297297297,0.8604651162790697,0.9881656804733728,0.9990723562152133,0.8698224852071006
iter12_cv_split4,0.9047619047619048,0.9027027027027027,0.8809523809523809,0.9882352941176471,0.9804791481810116,0.8647058823529412
iter12_cv_split5,0.8780487804878049,0.75,0.8780487804878049,0.9824561403508771,0.9829612220916569,0.8654970760233918
iter13_cv_split1,0.8604651162790697,0.5945945945945946,0.8604651162790697,0.9881656804733728,0.9845392702535559,0.8698224852071006
iter13_cv_split2,0.9302325581395349,0.8873873873873874,0.8604651162790697,0.9881656804733728,0.9848484848484849,0.8698224852071006
iter13_cv_split3,0.8604651162790697,0.5225225225225225,0.8604651162790697,0.9940828402366864,0.997526283240569,0.8698224852071006
iter13_cv_split4,0.8571428571428571,0.681081081081081,0.8809523809523809,0.9882352941176471,0.9926057379473529,0.8647058823529412
iter13_cv_split5,0.8780487804878049,0.7333333333333334,0.8780487804878049,0.9941520467836257,0.9888366627497063,0.8654970760233918
iter14_cv_split1,0.8372093023255814,0.6013513513513514,0.8604651162790697,0.9940828402366864,1.0,0.8698224852071006
iter14_cv_split2,0.8604651162790697,0.6576576576576577,0.8604651162790697,0.9822485207100592,0.9814471243042672,0.8698224852071006
iter14_cv_split3,0.8837209302325582,0.7972972972972974,0.8604651162790697,0.9822485207100592,0.9981447124304267,0.8698224852071006
iter14_cv_split4,0.8571428571428571,0.4,0.8809523809523809,0.9882352941176471,0.9810706891452233,0.8647058823529412
iter14_cv_split5,0.9024390243902439,0.9166666666666666,0.8780487804878049,0.9883040935672515,0.9938307873090482,0.8654970760233918
iter15_cv_split1,0.8604651162790697,0.8198198198198199,0.8604651162790697,0.9940828402366864,0.9904143475572047,0.8698224852071006
iter15_cv_split2,0.8604651162790697,0.5855855855855856,0.8604651162790697,0.9881656804733728,0.987012987012987,0.8698224852071006
iter15_cv_split3,0.9069767441860465,0.7117117117117118,0.8604651162790697,0.9940828402366864,0.9990723562152134,0.8698224852071006
iter15_cv_split4,0.8809523809523809,0.7486486486486487,0.8809523809523809,0.9823529411764705,0.9846199349304939,0.8647058823529412
iter15_cv_split5,0.9024390243902439,0.6277777777777778,0.8780487804878049,0.9883040935672515,0.9885428907168038,0.8654970760233918
iter16_cv_split1,0.8837209302325582,0.7342342342342343,0.8604651162790697,0.9763313609467456,0.9904143475572047,0.8698224852071006
iter16_cv_split2,0.8604651162790697,0.8333333333333334,0.8604651162790697,0.9881656804733728,0.9888682745825603,0.8698224852071006
iter16_cv_split3,0.813953488372093,0.6711711711711712,0.8604651162790697,0.9881656804733728,0.9826839826839826,0.8698224852071006
iter16_cv_split4,0.9047619047619048,0.4972972972972973,0.8809523809523809,0.9882352941176471,0.9860987873410234,0.8647058823529412
iter16_cv_split5,0.9024390243902439,0.5666666666666667,0.8780487804878049,0.9883040935672515,0.9991186839012927,0.8654970760233918
iter17_cv_split1,0.8604651162790697,0.7342342342342343,0.8604651162790697,0.9763313609467456,0.9752628324056896,0.8698224852071006
iter17_cv_split2,0.9069767441860465,0.7747747747747749,0.8604651162790697,0.9881656804733728,0.9860853432282004,0.8698224852071006
iter17_cv_split3,0.8837209302325582,0.7072072072072072,0.8604651162790697,0.9940828402366864,0.9981447124304268,0.8698224852071006
iter17_cv_split4,0.8571428571428571,0.4540540540540541,0.8809523809523809,0.9823529411764705,0.9843241644483881,0.8647058823529412
iter17_cv_split5,0.9024390243902439,0.8555555555555555,0.8780487804878049,0.9824561403508771,0.9988249118683902,0.8654970760233918
