,full_test_accs,full_test_aucs,full_test_null_accs,full_train_accs,full_train_aucs,full_train_null_accs
iter1_cv_split1,0.8604651162790697,0.7342342342342343,0.8604651162790697,0.9881656804733728,1.0,0.8698224852071006
iter1_cv_split2,0.8604651162790697,0.7072072072072072,0.8604651162790697,0.9822485207100592,1.0,0.8698224852071006
iter1_cv_split3,0.8604651162790697,0.5495495495495495,0.8604651162790697,0.9881656804733728,1.0,0.8698224852071006
iter1_cv_split4,0.8809523809523809,0.7243243243243244,0.8809523809523809,0.9882352941176471,1.0,0.8647058823529412
iter1_cv_split5,0.8780487804878049,0.7555555555555555,0.8780487804878049,0.9824561403508771,1.0,0.8654970760233918
iter2_cv_split1,0.8604651162790697,0.8558558558558559,0.8604651162790697,1.0,1.0,0.8698224852071006
iter2_cv_split2,0.8604651162790697,0.6261261261261262,0.8604651162790697,0.9822485207100592,1.0,0.8698224852071006
iter2_cv_split3,0.8604651162790697,0.6261261261261262,0.8604651162790697,0.9822485207100592,1.0,0.8698224852071006
iter2_cv_split4,0.8809523809523809,0.5135135135135135,0.8809523809523809,0.9823529411764705,1.0,0.8647058823529412
iter2_cv_split5,0.8780487804878049,0.8333333333333333,0.8780487804878049,0.9824561403508771,1.0,0.8654970760233918
iter3_cv_split1,0.8604651162790697,0.6216216216216216,0.8604651162790697,0.9763313609467456,1.0,0.8698224852071006
iter3_cv_split2,0.8604651162790697,0.8648648648648649,0.8604651162790697,0.9763313609467456,1.0,0.8698224852071006
iter3_cv_split3,0.8604651162790697,0.6756756756756757,0.8604651162790697,0.9822485207100592,1.0,0.8698224852071006
iter3_cv_split4,0.8809523809523809,0.5837837837837838,0.8809523809523809,0.9882352941176471,1.0,0.8647058823529412
iter3_cv_split5,0.8780487804878049,0.5499999999999999,0.8780487804878049,0.9941520467836257,1.0,0.8654970760233918
iter4_cv_split1,0.8604651162790697,0.7162162162162162,0.8604651162790697,0.9822485207100592,1.0,0.8698224852071006
