,full_test_accs,full_test_aucs,full_test_null_accs,full_train_accs,full_train_aucs,full_train_null_accs
iter1_cv_split1,0.875,0.762962962962963,0.84375,0.967741935483871,0.979326923076923,0.8387096774193549
iter1_cv_split2,0.8064516129032258,0.6384615384615385,0.8387096774193549,0.96,0.9942857142857143,0.84
iter1_cv_split3,0.8709677419354839,0.8461538461538461,0.8387096774193549,0.968,0.9819047619047618,0.84
iter1_cv_split4,0.7741935483870968,0.6461538461538462,0.8387096774193549,0.96,0.9857142857142858,0.84
iter1_cv_split5,0.8709677419354839,0.7615384615384615,0.8387096774193549,0.968,0.9809523809523809,0.84
iter2_cv_split1,0.875,0.8518518518518519,0.84375,0.9516129032258065,0.9754807692307692,0.8387096774193549
iter2_cv_split2,0.8709677419354839,0.5461538461538462,0.8387096774193549,0.976,0.9838095238095238,0.84
iter2_cv_split3,0.8064516129032258,0.8153846153846154,0.8387096774193549,0.952,0.9842857142857143,0.84
iter2_cv_split4,0.8387096774193549,0.7,0.8387096774193549,0.96,0.9747619047619048,0.84
iter2_cv_split5,0.8387096774193549,0.5692307692307693,0.8387096774193549,0.968,0.9959523809523809,0.84
iter3_cv_split1,0.84375,0.6888888888888889,0.84375,0.9596774193548387,0.9757211538461539,0.8387096774193549
iter3_cv_split2,0.8709677419354839,0.7384615384615384,0.8387096774193549,0.96,0.9747619047619048,0.84
iter3_cv_split3,0.8064516129032258,0.6384615384615385,0.8387096774193549,0.968,0.9814285714285715,0.84
iter3_cv_split4,0.8387096774193549,0.7538461538461539,0.8387096774193549,0.96,0.9952380952380951,0.84
iter3_cv_split5,0.8387096774193549,0.7769230769230768,0.8387096774193549,0.968,0.988095238095238,0.84
iter4_cv_split1,0.84375,0.6074074074074074,0.84375,0.967741935483871,0.9790865384615384,0.8387096774193549
iter4_cv_split2,0.8387096774193549,0.6692307692307693,0.8387096774193549,0.952,0.9828571428571429,0.84
iter4_cv_split3,0.8387096774193549,0.7692307692307693,0.8387096774193549,0.968,0.9771428571428572,0.84
iter4_cv_split4,0.8387096774193549,0.6230769230769231,0.8387096774193549,0.96,0.9938095238095237,0.84
iter4_cv_split5,0.8709677419354839,0.823076923076923,0.8387096774193549,0.944,0.9823809523809524,0.84
iter5_cv_split1,0.84375,0.5777777777777778,0.84375,0.9758064516129032,0.9759615384615385,0.8387096774193549
iter5_cv_split2,0.8387096774193549,0.6307692307692307,0.8387096774193549,0.96,0.9938095238095238,0.84
iter5_cv_split3,0.8387096774193549,0.8846153846153847,0.8387096774193549,0.968,0.988095238095238,0.84
iter5_cv_split4,0.8387096774193549,0.6923076923076923,0.8387096774193549,0.96,0.9766666666666667,0.84
iter5_cv_split5,0.9032258064516129,0.8346153846153846,0.8387096774193549,0.968,0.9795238095238095,0.84
iter6_cv_split1,0.84375,0.8074074074074074,0.84375,0.9596774193548387,0.9735576923076923,0.8387096774193549
iter6_cv_split2,0.8387096774193549,0.5846153846153846,0.8387096774193549,0.984,0.9823809523809524,0.84
iter6_cv_split3,0.9032258064516129,0.7230769230769231,0.8387096774193549,0.968,0.9952380952380953,0.84
iter6_cv_split4,0.8387096774193549,0.9076923076923076,0.8387096774193549,0.96,0.9769047619047618,0.84
iter6_cv_split5,0.8709677419354839,0.7153846153846153,0.8387096774193549,0.968,0.9780952380952381,0.84
iter7_cv_split1,0.84375,0.8037037037037037,0.84375,0.9596774193548387,0.9745192307692307,0.8387096774193549
iter7_cv_split2,0.8387096774193549,0.7153846153846153,0.8387096774193549,0.976,0.9971428571428571,0.84
