,full_test_accs,full_test_aucs,full_test_null_accs,full_train_accs,full_train_aucs,full_train_null_accs
iter1_cv_split1,0.8571428571428571,0.75,0.7142857142857143,1.0,1.0,0.75
iter1_cv_split2,0.7857142857142857,0.7,0.7142857142857143,1.0,1.0,0.75
iter1_cv_split3,0.7692307692307693,0.6166666666666667,0.7692307692307693,1.0,1.0,0.7358490566037735
iter1_cv_split4,0.8461538461538461,0.6666666666666667,0.7692307692307693,1.0,1.0,0.7358490566037735
iter1_cv_split5,0.9166666666666666,0.8333333333333334,0.75,1.0,1.0,0.7407407407407407
iter2_cv_split1,0.7142857142857143,0.5,0.7142857142857143,1.0,1.0,0.75
iter2_cv_split2,0.9285714285714286,0.95,0.7142857142857143,1.0,1.0,0.75
iter2_cv_split3,0.8461538461538461,0.6666666666666667,0.7692307692307693,1.0,1.0,0.7358490566037735
iter2_cv_split4,0.6923076923076923,0.5666666666666667,0.7692307692307693,1.0,1.0,0.7358490566037735
iter2_cv_split5,0.9166666666666666,0.8333333333333334,0.75,1.0,1.0,0.7407407407407407
iter3_cv_split1,0.8571428571428571,0.75,0.7142857142857143,1.0,1.0,0.75
iter3_cv_split2,0.7857142857142857,0.7,0.7142857142857143,1.0,1.0,0.75
iter3_cv_split3,0.8461538461538461,0.6666666666666667,0.7692307692307693,1.0,1.0,0.7358490566037735
iter3_cv_split4,0.8461538461538461,0.6666666666666667,0.7692307692307693,1.0,1.0,0.7358490566037735
iter3_cv_split5,0.8333333333333334,0.6666666666666667,0.75,1.0,1.0,0.7407407407407407
iter4_cv_split1,0.7857142857142857,0.625,0.7142857142857143,1.0,1.0,0.75
iter4_cv_split2,0.8571428571428571,0.75,0.7142857142857143,1.0,1.0,0.75
iter4_cv_split3,0.6923076923076923,0.45,0.7692307692307693,1.0,1.0,0.7358490566037735
iter4_cv_split4,0.8461538461538461,0.6666666666666667,0.7692307692307693,1.0,1.0,0.7358490566037735
iter4_cv_split5,1.0,1.0,0.75,1.0,1.0,0.7407407407407407
iter5_cv_split1,0.7857142857142857,0.625,0.7142857142857143,1.0,1.0,0.75
iter5_cv_split2,0.9285714285714286,0.875,0.7142857142857143,1.0,1.0,0.75
iter5_cv_split3,0.8461538461538461,0.6666666666666667,0.7692307692307693,1.0,1.0,0.7358490566037735
iter5_cv_split4,0.8461538461538461,0.7833333333333334,0.7692307692307693,1.0,1.0,0.7358490566037735
iter5_cv_split5,0.9166666666666666,0.8333333333333334,0.75,1.0,1.0,0.7407407407407407
iter6_cv_split1,0.7142857142857143,0.575,0.7142857142857143,1.0,1.0,0.75
iter6_cv_split2,0.8571428571428571,0.75,0.7142857142857143,1.0,1.0,0.75
iter6_cv_split3,0.8461538461538461,0.7833333333333334,0.7692307692307693,1.0,1.0,0.7358490566037735
iter6_cv_split4,0.8461538461538461,0.6666666666666667,0.7692307692307693,1.0,1.0,0.7358490566037735
iter6_cv_split5,1.0,1.0,0.75,1.0,1.0,0.7407407407407407
iter7_cv_split1,0.8571428571428571,0.75,0.7142857142857143,1.0,1.0,0.75
iter7_cv_split2,0.8571428571428571,0.75,0.7142857142857143,1.0,1.0,0.75
iter7_cv_split3,0.9230769230769231,0.8333333333333334,0.7692307692307693,1.0,1.0,0.7358490566037735
iter7_cv_split4,0.8461538461538461,0.7833333333333334,0.7692307692307693,1.0,1.0,0.7358490566037735
iter7_cv_split5,0.75,0.6111111111111112,0.75,1.0,1.0,0.7407407407407407
iter8_cv_split1,0.8571428571428571,0.825,0.7142857142857143,1.0,1.0,0.75
iter8_cv_split2,0.8571428571428571,0.75,0.7142857142857143,1.0,1.0,0.75
iter8_cv_split3,0.8461538461538461,0.6666666666666667,0.7692307692307693,1.0,1.0,0.7358490566037735
iter8_cv_split4,0.8461538461538461,0.6666666666666667,0.7692307692307693,1.0,1.0,0.7358490566037735
iter8_cv_split5,0.8333333333333334,0.7777777777777778,0.75,1.0,1.0,0.7407407407407407
iter9_cv_split1,0.9285714285714286,0.875,0.7142857142857143,1.0,1.0,0.75
iter9_cv_split2,0.8571428571428571,0.75,0.7142857142857143,1.0,1.0,0.75
iter9_cv_split3,0.9230769230769231,0.8333333333333334,0.7692307692307693,1.0,1.0,0.7358490566037735
iter9_cv_split4,0.7692307692307693,0.6166666666666667,0.7692307692307693,1.0,1.0,0.7358490566037735
iter9_cv_split5,0.8333333333333334,0.6666666666666667,0.75,1.0,1.0,0.7407407407407407
iter10_cv_split1,0.9285714285714286,0.875,0.7142857142857143,1.0,1.0,0.75
iter10_cv_split2,0.8571428571428571,0.75,0.7142857142857143,1.0,1.0,0.75
iter10_cv_split3,0.7692307692307693,0.6166666666666667,0.7692307692307693,1.0,1.0,0.7358490566037735
iter10_cv_split4,0.7692307692307693,0.5,0.7692307692307693,1.0,1.0,0.7358490566037735
iter10_cv_split5,0.9166666666666666,0.8333333333333334,0.75,1.0,1.0,0.7407407407407407
iter11_cv_split1,0.7857142857142857,0.625,0.7142857142857143,1.0,1.0,0.75
iter11_cv_split2,0.9285714285714286,0.875,0.7142857142857143,1.0,1.0,0.75
iter11_cv_split3,0.6923076923076923,0.45,0.7692307692307693,1.0,1.0,0.7358490566037735
iter11_cv_split4,0.8461538461538461,0.6666666666666667,0.7692307692307693,1.0,1.0,0.7358490566037735
iter11_cv_split5,0.9166666666666666,0.8333333333333334,0.75,1.0,1.0,0.7407407407407407
iter12_cv_split1,0.9285714285714286,0.875,0.7142857142857143,1.0,1.0,0.75
iter12_cv_split2,0.8571428571428571,0.75,0.7142857142857143,1.0,1.0,0.75
